Seq 1,Seq 2,Author Last Name,Title,Date Published,Seq 3,Seq 4,Brief Description,Seq 5,Empty 1,,Storage,Publication Place,Empty 2,Edition,Seq 7,Seq 8,Binding Size Pagination,Content,Provenance,Notes,Empty 3,Author,Condition,Boolean 1,Boolean 2,Date Acquired,Another Date,Stuff 1,Empty 4,Place,Empty 5,Empty 6,Seq 9
3430,1539,"Zatta, Antonio","Il Canada, le colonie Inglesi con la Luigiana, e Florida, di nuiova projezione",1778,4,8,Canada geography,10,,4,Archive,Venice,,0,1632,11,"Folio sheet, # x # cm, printed hand coloured map.","18th c. projection of North America (Canada, Luisianna and Florida), detached from book (see notes).",,"Originally published in: Storia Dell'America Settentrionale Del Signore Abate Raynal Continuata fino al presente … Venice: Antonio Zatta, 1778.",,,Excellent,Yes,Yes,3/16/2017,3/16/2017,,,,,,0
3431,C0846,"Kelogg, E.B.; Kellogg, E.C.","Niagara suspension bridge: John A. Roebling, engineer and architect, cost about $500,000",1890?,4,116,Niagara Suspension Bridge,6,,4,Archive,Niagara,,0,1633,1,"Colour lithographic print, 33.5 x 25.5 cm.",,,,,John A. Roebling,Excellent,,Yes,3/17/2017,3/17/2017,,,,,,0
3432,1540,"Alessandri, Innocente; Scattaglia, Pietro; Panckoucke, Charles-Joseph","Charpente, pont volant",1783?,7,123,Floating Bridge,6,,4,Archive,France,,0,919,2,"Engraving, 23 x 30 cm.",,,"Marked plate 17. From Panckoucke's Encyclopédie méthodique par ordre des matières..., published 1782-1832.",,Charles-Joseph Panckoucke,Good,Yes,Yes,3/17/2017,2/24/2019,,,Box 13 Misc flat,,,0
3433,1541,"Maxwell, William; South Eastern Railway Company",Contract for construction of bridge and works over the railway of Mercers Crossing,1879,6,102,South Eastern Railway Company,9,,4,Archive,London,,0,1486,1,"Manuscript in ink on parchment, 30.5 x 45 cm, 14 pp.","Indenture/contract between William Maxwell and the South Eastern Railway Company concerning a ""bridge and works"".",With signature of William Maxwell and others.,,,,Very good,Yes,,3/17/2017,2/24/2019,,,Box 13 Misc flat,,,0
3434,1542,"Boudin, E.","Cours d'hydraulique, Universite de Grand, ecole speciale du genie civil",1862,6,11,Course notes,9,,1,Library,Unknown,,0,177,2,"Half leather, paper on boards, 16 x 23 cm, [title][blank], 127 numbered leaves, [blank], 38 un-numbered leaves, [blanks]",,,"Course notes, with illustrations",,E. Boudin,Very good,,,3/20/2017,,,,On shelf,,,0
3435,1543,"Tower, F.B.",Illustrations of the Croton Aqueduct,1843,6,26,Croton Aqueduct,11,,1,Library,New York,,0,1634,1,"Brown cloth, gilt title, 25.5 x 33.5 cm, [title][dedication], vi, 2 pp, 152 pgs, 24 full page plates",,,,,F.B. Tower,Very good,Yes,,3/20/2017,,,,On shelf,,,0
3436,1544,"Duane, James C.; Allen, Edward L.; Fteley, Alphonse",Report to the Aqueduct Commissioners,1895,6,26,Croton Aqueduct,11,,1,Library,New York,,0,1635,1,"Brown cloth, gilt title, gilt detail, 28 x 35 cm, [title], 104 pgs, 22 folding tables, 50 photographic plates, 1 plate, 71 sheets of maps and details drawings (most folding)",,,"Tipped in note ""compliments of"" with signature of A. Fteley; errata slip tipped in",,Alphonse Fteley,Very good,Yes,,3/20/2017,,,,On shelf,,,0
3437,1545.01,"Everest, George","An account of the measurement of two sections of the meridional arc of India, etc",1847,6,60,Meridional Arc India,11,,1,Library,London,,0,1636,1,"Half leather, paper on boards, 26 x 33 cm, volume 1, [half title][frontis][title], 12 pgs, x - clxxxvii, 439 pgs, [errata], plate inserted at pg 248",,,,,George Everest,Very good,Yes,,3/20/2017,,,,On shelf,,,0
3438,1545.02,"Everest, George","An account of the measurement of two sections of the meridional arc of India, etc; engravings",1847,6,60,Meridional Arc India,11,,1,Library,London,,0,1636,1,"Half leather, paper on boards, 26 x 33 cm, volume 2, [title][errata tipped in][index], 31 plates",,,,,George Everest,Very good,Yes,,3/20/2017,,,,On shelf,,,0
3439,1546,"Caldana, Francesco",Discorsi sopra i Rimedij alle inondazioni dell’Acque,1769,7,113,Hydraulics,9,,1,Library,Parma,,0,1420,11,"Vellum on boards, 19 x 26 cm, [title], 88, 25 numbered leaves, includes 33 pen and ink drawings, manuscript in single hand",,,,,Francesco Caldana,Very good,Yes,,3/23/2017,,,,On shelf,,,0
3441,1547,"Gennete, Claude Léopold","Practische Anweisung zu einer besondern Einrichtung einer hölzernen horizontalen Brücke, die ungeheure Lasten tragen kann",1772,7,124,Wooden bridge design,11,,1,Library,Strasbourg,,0,1637,8,"Half leather, 12 x 18 cm, [title], 2 pps, 75 pgs, 6 folding plates",,,First german edition,,Claude Léopold Gennete,Very good,Yes,,3/23/2017,,,,On shelf,,,0
790,159,"Lardner, Dionysius","Railway economy; a treatise on the new art of transport, its management, prospects, and relations, commercial, financial, and social…",1850,6,101,Economics,11,,1,Library,New York,,0,642,1,"Blue cloth boards, gilt stamping on spine, 13.5x20.0 cm, 14 pp. advertisements, 442 pp.",An examination of the mechanisms of railways and their effect on society.,,"With an exposition of the practical results of the railways in operation in the United Kingdom, on the continent, and in America.",,,,Yes,,,2/16/2013,Update keywords,,On shelf,946,,790
791,764.1,"Clark, Edwin",The Britannia and Conway tubular bridges with general inquires on beams and on the properties of materials used in construction; volume 1,1850,6,116,Bridge design,11,,1,Library,"Britannia, Conway",,0,177,1,"Cloth, 17 x 26 cm, [errat tipped in][half title][frontis map][title], xii, 466 pgs, 8 plates",,,See other copy 836.1 (of three volumes),,Robert Stephenson,Very good,Yes,,11/14/2015,,,,On shelf,1369,,791
792,764.2,"Clark, Edwin",The Britannia and Conway tubular bridges with general inquires on beams and on the properties of materials used in construction; volume 2,1850,6,116,Bridge design,11,,1,Library,"Britannia, Conway",,0,177,1,"Cloth, 17 x 26 cm, [half title][frontis][title], vii, [plates], 467 - 821 pgs, [subscribers iv pgs], 8 plates",,,See other copy 836.2 (of three volumes),,Robert Stephenson,Very good,Yes,,11/14/2015,,,,On shelf,1369,,792
793,836.1,"Clark, Edwin",The Britannia and Conway tubular bridges with general inquires on beams and on the properties of materials used in construction; volume 1,1850,6,116,Britannia and Conway,11,,1,Library,"Britannia, Conway",,0,177,1,"Cloth, 17 x 26 cm, [errat tipped in][half title][frontis map][title], xii, 466 pgs, 8 plates",,,See other copy 764.1 (of two volumes only),,Robert Stephenson,Very good,Yes,Yes,11/14/2015,,,,On shelf,1369,,793
794,836.2,"Clark, Edwin",The Britannia and Conway tubular bridges with general inquires on beams and on the properties of materials used in construction; volume 2,1850,6,116,Britannia and Conway,11,,1,Library,"Britannia, Conway",,0,177,1,"Cloth, 17 x 26 cm, [half title][frontis][title], vii, [plates], 467 - 821 pgs, [subscribers iv pgs], 8 plates",,,See other copy 764.2 (of two volumes only),,Robert Stephenson,Very good,Yes,Yes,11/14/2015,,,,On shelf,1369,,794
795,836.3,"Clark, Edwin",The Britannia and Conway tubular bridges with general inquires on beams and on the properties of materials used in construction; volume 3,1850,6,116,Britannia and Conway,6,,1,Library,"Britannia, Conway",,0,177,1,"Cloth, gilt embossed crest on cover, 38 x 56 cm, folio, [title] [list of plates] 46 plates (1 to 45 (two 12's and two 19's) and 40 and 41 on same sheet)(6 tinted lithographs, 3 folding, 37 single page)",,,"See other copy 764.2 (of two volumes only), bookplate of Arthur Clayton",,Robert Stephenson,Very good,Yes,Yes,11/14/2015,,,,On shelf,1369,,795
796,843,"Maus, Henri",Rapport sur les etudes du chemin de fer de Chambery a Turin et de la machine proposee pour executer le tunnel des alpes entre Mondane et Bardonneche,1850,6,71,Railway tunnel,14,,1,Library,Alpes Mountains,,0,1104,2,"Gray cloth spine, green paper on boards, 21 x 32 cm, [title], 56 pgs, 9 folding plates",,,,,Henri Maus,Very good,Yes,,1/23/2016,,,,On shelf no tag,1422,,796
797,1161,Fratta Canal,Esane del Progetto di sistemazione degli scoli che si scaricano in fratta e gorzone presentato dai consorzi interessati in relazione al governativo decreto 18 agosto 1845,1850,6,12,Fratta Canal,9,,1,Library,Fratta Canal,,0,919,11,"Manuscript, blue wrapper, 23 x 33 cm, 32 leaves, unnumbered, mss both recto and verso",,,Examination of arrangement Project drains that discharge into Fratta Canal presented by the consortia concerned in relation to the Government Decree 18 August 1845,,,Very good,Yes,,8/14/2016,3/11/2018,,,On shelf,286,,797
798,C0672.01,"Shanly, Francis",Shipping Bill C.P.Greer & Co.,1850,4,115,Shanley,3,,4,Archive,NA,,0,177,1,20x15 cm printed paper,,,Shipment for F. Shanly,,"Shanly, F.",,,,3/9/2012,5/5/2018,,,Box F,,,798
799,819,Ponte sul Fiume Olona,"Disegni, Ponte sul Fiume Olona",1850,6,116,Strada postale da Varese a Milano,6,,5,Archive,Verona,,0,177,11,"Green paper portoflio, 37 x 24 cm, folio cover with 3 leaves",,,"Two leaves included, printed both sides. Pen and colour ink, plan, profile and section of proposed stone bridge",,,Good,Yes,Yes,12/26/2015,2/24/2019,,,Box 13 Misc flat,286,,799
800,487,"United States, Government of",Subject of rivers and harbors,1850,6,107,General,14,,7,Library,NA,,0,506,1,"extract, 57 pgs",,,,,,,To be included,,12/27/2011,4/23/2013,Update keywords,,On shelf,680,,800
801,28,"Gillespie, W. M.","A manual of the principles and practice of road-making: comprising the location, construction, and improvement of roads (common, macadam, paved, plank, etc.) and railroads",1851,6,44,Road design,11,,1,Library,New York,,0,649,1,"Brown cloth boards, embossed, gilt stamping on spine, advertisements inside cover, script on title page, 14.5x21.5 cm, illustrated, 8 pp. advertisements, 372 pp.",A manual for road building and railway bed construction.,,Fourth edition with additions.,,,,Yes,,,2/16/2013,Update keywords,,On shelf,895,,801
802,776,"Great Britain, Government of","Seventh report of the Commissioners appointed by her Majesty to inquire into and consider the msot effectual means of improving the Metropolis, and of providing increased facilities of communication within the same",1851,6,70,Street Improvements,14,,1,Library,London,,0,65,1,"Disbound, 21 x 32 cm, [title], 42 pgs, 4 folding maps",,,,London Main Drainage,,Fair,Yes,,11/14/2015,,,,On shelf,426,,802
803,1070,"Vecchi, Domenico de",Ragionamento sullo Stato dell’Arno al di dentro di Firenze e delle sue Relazioni colle esigenze della Città. Esercitazione idraulica,1851,6,11,Arno River control,11,,1,Library,Arno River,,0,1278,11,"Half leather, 15 x 22.5 cm, [half title][title], viii, 113 pgs, [indice][errata], 2 folding plates",,,,,Vecchi,Very good,Yes,,7/15/2016,,,,On shelf,1614,,803
804,S0063,"Doblhoff, A. V.","Über die drainage, ein beitrag.",1851,5,67,Theory,11,,1,Library,Leipzig,,0,351,8,"Blue boards, library stamps on cover and spine, ownership stamps on cover page, 14x21 cm, 36 pp.",A German text on drainage systems.,,,,,,,,,,,,Pending,521,,804
805,S0154,"Commissioners of sewers, Lincoln, .","An inquisition taken before the commissioners of sewers for the County of Lincoln on the second day of July, in the twenty-fifth year of thr reign of Queen Elizabeth",1851,5,55,Sewer operations,11,,1,Library,Lincoln,,0,1152,1,"Quarter leather, paper on boards, 16 x 19 cm, [half title, pasted on leaf][title],16 pgs",,,"Creast embossed, gilt, on front paste down. Reprint of 1583 scroll",,,Very good,Yes,,2/27/2016,,,,On shelf no tag,1469,,805
806,C0671,"Cormick, W.F.",Letter W. F. Cormick to L. J. Humphrey,1851,4,101,Hamilton,3,,4,Archive,Hamilton Canada West,,0,177,1,manuscript 20x25 cm folio,,,,,,,,,3/9/2012,5/5/2018,,,Box F,,,806
808,161,"Brunel, Marc Isambard",La tonnelle de la tamise,1851,6,71,Thames tunnel,11,,7,Library,London,,0,,2,"Brown heavy wrap, illustration on front cover, ownership sticker inside front cover, 13.5x10.5 cm, 2 folding plates, 1 folding map, 7 plates, 26 pp.",A booklet detailing a plan for a twinned tunnel under the Thames River between Wapping and Rotherhithe.,,,,,,To be included,,,4/25/2013,Update keywords,,On shelf,159,,808
809,805,"Coale, James","Report to the stockholders on the completion of the Chesapeake & Ohio Canal to Cumberland, with a sketch of the Potomac Company, and a general outline of the history, etc",1851,6,104,Chesapeake and Ohio Canal,14,,7,Library,,,0,1067,1,"Disbound, 14 x 23 cm, 157 pgs",,,,,,Fair,Yes,,12/25/2015,,,,On shelf no tag,1391,,809
810,C0696,"Great Britain, Government of",Further Correspondance relative to the Projected Railway from Halifax to Quebec,1851,4,102,Intercolonial,14,,7,Library,Intercolonial Railway,,0,795,1,"Printed wraps, 21 x 33 cm, 31 pgs",Correspondance related to the Intercolonial Railway,,,,,,To be included,,11/24/2012,12/29/2015,Update keywords,Change to archives,On shelf,426,,810
811,S0090.057,"Great Britain, Government of",City of london sewers act 1851.,1851,5,54,Sewer Design,13,,1,Library,London,,0,65,1,"Tan cloth wrap cover, spine is worn, reinforced edges, Pages uncut at top, 20x32.5 cm, 17 pp., bound with: City of London Sewers Act 1848.","An Act to continue ""The City of London Sewers Act, 1848,"" and to alter and amend the Provisions of the said Act.",,Box 8,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,811
812,S0090.061,"Great Britain, Government of",Metropolitan commission of sewers.,1851,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"Plain wrap cover, reduced version of cover on back, 21.5x34.5 cm, 26 pp.","Returns of the names of the present commissioners of metropolitan sewers, the date their appointment, the number of courts held, and names of commissioners attending such courts; of the number of courts, and the dates thereof.",,Box 8,London Main Drainage,Bazalgette,,,,,4/11/2013,Update keywords,,On shelf,426,,812
813,277,"Ellet, Charles, Jr.","Report on a suspension bridge across the Potomac, for rail road and common travel addressed to the mayor and city council of Georgetown, D.C.",1852,6,116,Suspension Bridge over the Potomac,14,,1,Library,"Georgetown, D.C.",,0,177,1,"Brown printed wraps in red folder, brown ribbon, ex-libris inside boards, 17x25.5, 4 plates, 36 pp.",A report reccommending and present ing plans for a suspension bridge to span the Potomac River.,,,,,Good,Yes,,,1/26/2014,Update keywords,Update Publisher,On shelf,806,,813
814,580,"Beardmore, Nathaniel","Hydraulic Tables, to aid the calculation of Water and Mill Power, Water Supply, and Drainage of Towns and Improvement of Navigable Rivers; etc, Tide Tables for 1852, 1853, 1854; Tidal Constants; with various Phenomena of Tidal Rivers",1852,6,90,Hydraulics,11,,1,Library,NA,,0,861,1,"Blue cloth, 13 x 21 cm, title, errata, dedication, cxv, 7 folding plates, 92 pgs",,,,,,Good,Yes,,6/18/2013,6/18/2013,Add,,On shelf,1275,,814
815,769,"Great Britain, Government of","Exhibition of the works of industry of all nations, 1851; Reports by the Juries on the subjects in the thirty classes into which the exhibition was divided",1852,6,30,Industry,14,,1,Library,London,,0,459,1,"Red cloth, 19 x 27 cm, [title][printer note][preface][list][contents 2 pps], cxx, 867, 15 pgs",,,,,,Good,Yes,,11/14/2015,,,,On shelf,426,,815
816,916,"Ellet, Charles, Jr.","Report on a suspension bridge across the Potomac, for rail road and common trail: addressed to the Mayor and City Council of Georgetown, D.C.",1852,6,116,Potomac Suspension bridge,14,,1,Library,Potomac River,,0,1166,1,"Half leather, paper on boards, 18 x 25 cm, folding frontis of bridge, [title], 36 pgs, 3 plates in text",,,Repairs to folding frontis and title page,,Charles Ellet,"Fair, paper brittle",yes,,3/23/2016,,,,On shelf no tag,806,,816
817,C0040,Various,"Papers on subjects connected with the duties of the corps of Royal Engineers. contruibuted by members of the royal and east india company's engineers, and edited by a committee of Royal Engineers. New series vol. ii.",1852,4,52,Royal Engineers,2,,1,Library,London,,0,307,1,"Green cloth boards, gilted stamping, script and library stamp inside cover, errata, 17x26 cm, illustrated, 52 plates, 72 pp. catalogue tipped in, 138 pp.",A compilation of articles related to works carried out by the Corps of Royal Engineers.,,,,,,To be included,,,,,,Pending,1266,,817
818,C0043.1,"Landmann, George Thomas","Adventures and Recollections of Colonel Landmann, vol 1",1852,4,8,General survey,11,,1,Library,NA,,0,797,1,"Burgendy cloth, 2 volumes, 20 x 13 cm, vol 1, vii, 328",,,,,"Landmann, George Thomas",,Yes,,11/24/2012,2/3/2013,Update keywords,,On shelf,1114,,818
819,C0043.2,"Landmann, George Thomas","Adventures and Recollections of Colonel Landmann, vol 2",1852,4,8,General survey,11,,1,Library,Canada,,0,797,1,"Burgendy cloth, 2 volumes, 20 x 13 cm, vol 2, vii, 347",,,,,"Landmann, George Thomas",,Yes,,11/24/2012,2/3/2013,Update keywords,,On shelf,1114,,819
820,C0074,See publisher,"An account of the celebration commemorative of the opening of railroad communication between boston and canada, september 17th, 18th, and 19th, 1851",1852,4,101,History,11,,1,Library,Boston,,0,722,1,"Brown cloth boards, gold stamp on front cover and spine, new spine (icludes pieces of original), 15.5x24.5 cm, 1 folding map, 288 pp.",An account of the opening of railway lines from Boston to Canada and elsewhere.,,Published by Railroad Jubilee Committe of Council,,,Very good,Yes,,,1/5/2014,Update author and publisher,,On shelf,1269,,820
821,C0440a,"Merritt, Wm. Hamilton","Brief review of the origin, progress, present state, and future prospects of the welland canal.",1852,4,104,Welland Canal,11,,1,Library,St. Catherines,,0,177,1,"New marbled boards, with original wrap, book plate inside cover, extra pages at back cover, 17x21.5 cm, 48 pp.",A review of the history and state of the Welland Canal.,,See #C52.,,"Merritt, Wm. Hamilton, George Keefer",,Yes,,,2/2/2013,Update keywords,,On shelf,299,,821
822,C0440b,"Merritt, Wm. Hamilton","Brief review of the origin, progress, present state, and future prospects of the welland canal.",1852,4,104,Welland Canal,11,,7,Library,St. Catherines,,0,,1,"New marbled boards, with original wrap, book plate inside cover, extra pages at back cover, 17x21.5 cm, 48 pp.",A review of the history and state of the Welland Canal.,,See #C52.,,"Merritt, Wm. Hamilton, George Keefer",,Yes,,,2/2/2013,Update keywords,,On shelf,299,,822
823,C0454,Bishop of Rupert's Land,Notes of the flood at the red river 1852,1852,4,90,Red River,11,,1,Library,Red River,,1st,929,1,"Original publisher's blind stamped black cloth, rebacked, script and sticker on front end paper, 11.5x18 cm, 1 plate, 124 pp.",Bishop Anderson's descriptive account and daily diary of the great flood of the Red River at the Red River Settlement (Winnipeg) in 1852.,,,,,Very good,Yes,,,12/8/2012,Update keywords,,On shelf,746,,823
824,C0561,"Serrel, Edward-William","Rapport sur un pont suspendu projete pour le passage d'un chemin de fer et pour le la traverse du fleuve saint-laurent, a quebec, fait a son honneur le marie et au cinsoeil de ville de quebec",1852,4,116,Quebec Bridge,11,,1,Library,Quebec City,,0,654,2,"Original yellow printed wraps, title-page reproduced in frame to front cover, sewn binding, errata, 23x14.5 cm 1 illustration, tables, 70+ pp.",Report on the building of a suspension railway bridge to cross the St. Lawrence River at quebec.,,,,,,To be included,,,,,,Pending,903,,824
825,C0756,"Tremenheere, Hugh Seymour","Notes on Public Subjects, made during a tour in the United States and in Canada",1852,4,30,Public Works,11,,1,Library,Canada,,0,641,1,"Green cloth, 13.5 x 20 cm, vi, [half title], 320 pgs, 1 folding map, advertisement, 32 pgs",,,,,,Very good,Yes,,6/29/2013,6/29/2013,Add,,On shelf,1222,,825
826,S0196,"Scott, Michael",Report of the supply of water to the town of Swansea,1852,5,108,Swansea,14,,1,Library,London,,0,656,1,"Brown cloth boards, gilted stamp on spine, top of pages uncut, 17x26.5 cm, 1 folding map, 4 folding tables, 118 pp.","A report on the construction of a water supply system for the town of Swansea, England.",,,,,,Yes,,,12/15/2016,,,Pending,951,,826
827,C0052,"Merritt, Wm. Hamilton","Brief review of the origin, progress, present state, and future prospects of the Welland Canal.",1852,4,104,Welland Canal,11,,7,Library,"Welland, Ontario",,0,,1,"Blue wraps, back cover missing, 14x20.5 cm, 48 pp.",A review of the construction of the Wetland Canal with financials and projections for the future of the canal.,,,,,,To be included,,,,,,Pending,299,,827
828,,"New York, State Engineer and Surveyor","Annual report of the State Engineer and Surveyor, on the canals of New-York, for the year 1852.",1853,6,104,New York State Canal,14,,3,Library,New York State,,0,628,1,"Tan wraps, respects pasted to inside of cover, 15x22.5 cm, 200 pp.",The annual report of the State Engineer and Surveyor on the canals of New York State for 1852.,Ex libris William Jenkins,Formerly J41,,,,,,,4/10/2013,Change category,,Reference shelf,872,,828
829,150,"Haupt, Herman",General theory of bridge construction: containing demonstrations of the principles of the art and their application to practice…,1853,6,6,Theory,11,,1,Library,New York,,0,680,1,"Brown cloth boards, gilt stamping on spine, script inside cover, 15.5x23.5 cm, illustrated, 16 plates, 268 pp.",A general account of the theories involved in bridge construction.,,Earlier edition. See #179,,,,Yes,,,2/23/2013,Update keywords,,On shelf,930,,829
830,152,"Douglas, Howard",An essay on the principles and construction of military bridges and the passage of rivers in military operations,1853,6,52,Bridges,11,,1,Library,London,,3rd,641,1,"Full leather boards, gilt title, 14x22 cm, [frontispiece][title], xx, 451 pgs, 14 folding plates, presentation label laid in on front pastedown flyleaf",,"Presentation copy to George R. Daniel, Royal Military College, May 1855",,,"Douglas, Howard",Very good,Yes,,,2/16/2020,Update keywords,,On shelf,917,,830
831,C0470,"Andrews, Isreal D.",Maps andrews report,1853,4,12,"Trade, mapping",10,,1,Library,Canada,,0,,1,"Brown cloth boards, gold stamped, 15x24 cm, 3 folding maps.",Maps to accompany the Andrews report on trade and commerce.,,,,,,To be included,,,,,,Pending,809,,831
832,C0789.1,"Andrews, Isreal D.","Communication from the secretary of the treasury, transmitting in compliance with a resolution of the senate of march 8, 1851, the report of isreal d. andrews, consul of the united states fro canada and new brunswick…",1853,4,12,"Trade, mapping",14,,1,Library,"Washington, D.C.",,0,526,1,"Brown cloth, 15 x 24 cm, [title][transmittal], xix, 906 pg, [errata]",A report to the Senate on the full and complete statements of trade and commerce of the British North American colonies with the United States and other parts of the world.,,"Second copy, see C122",,,,To be included,,,,,,On shelf,809,,832
833,S0191,"Glynn, Joseph","Rudimentary treatise on the power of water as applied to drive flour mills, and to give motion to turbines and other hydrostatic engines",1853,6,11,Water power,11,,1,Library,London,,0,307,1,"New red boards, gilted stamping spine, 11.5x18 cm, illustrated, 120 pp.",The use and promotion of water as a power source.,,An appendix on centrifugal and rotary pumps.,,,Very good,Yes,,,12/15/2016,,,Pending,947,,833
834,C0789.2,"Andrews, Isreal D.","Communication from the secretary of the treasury, transmitting in compliance with a resolution of the senate of march 8, 1851, the report of isreal d. andrews, consul of the united states fro canada and new brunswick…",1853,4,12,"Trade, mapping",10,,1,Library,"Washington, D.C.",,0,526,1,"Brown cloth, 15.5x24 cm, 3 large folding maps",Portofolio of 3 maps to accompany C789.1,,"Two maps bound to front and rear covers, 1 loose; Second copy, see C122",,,,Yes,,,6/10/2018,,,On shelf,809,,834
835,C0354,"Canadian Institute, Council of the","The canadian journal. a repertory of industry, science, and art; and a record of the proceedings of the canadian institute.",1853,4,30,"Industry, science",15,,4,Archive,Toronto,,0,524,1,"Green Wraps, some pages uncut at top, 24.5x31.5 cm, 2 plates, 104 pp.",,,The November 1853 copy of the Canadian Journal.,,,,Yes,,,12/29/2015,Update keywords,Change to archives,On shelf,350,,835
836,C0382,"Canada East, Government of","Faits qui se rattachent a la vente des ponts st. maurice par le gouvernement de cette province a theophile hector pacaud, ecr.",1853,4,116,St. Maurice Bridge,14,,7,Library,"St. Maurice, Quebec",,0,247,2,"Blue wraps, embossed front cover, errata at back cover, 13.5x21.5 cm, 56 pp.",The transfer of responsibility of three bridges at St. Maurice from the provincial to municipal mayor.,,,,,,To be included,,,4/19/2013,Update keywords,,On shelf,243,,836
837,C0501,,"Rail road between quebec, montreal, bytown, and georgian bay. great public demonstration. presentation by a. m. delisle of the petition of the citizens of montreal to the common council of montréal, praying for aid towards said rail road.",1853,4,102,Quebec Montreal Bytown,11,,7,Library,Montréal,,0,,1,"Plain wraps, 10.5x18 cm, 20 pp.",A pamphlet expressing the desire to have the St. Lawrence and Ottawa Grand Junction Railway Company build a terminus in downtown Montreal.,,,,"Delisle, Maurice",,Yes,,,4/18/2013,Update keywords,,On shelf,,,837
838,C0746,St. Lawrence and Ottawa Grand Junction,Reports of the Directors and Chief Engineer of the St. Lawrence and Ottawa Grand Junction Railway Company,1853,4,102,St. Lawrence and Ottawa Grand Junction,11,,7,Library,St. Lawrence,,0,844,1,"Printed green wraps, folding map, 52 pg, folding table",,,,,,,,,4/30/2013,6/2/2018,Add,,On shelf,286,,838
839,S0007,"Mangon, Hervé.",Études sur le drainage au point de vue pratique et administratif,1853,5,55,Design,11,,1,Library,Paris,,0,411,2,"Tan wrap cover with wax paper protective cover, fragile, 14x22.75 cm, 396 pp., 10 folding maps inside back cover, writing and stamp on title page.","Extraits D'un Rapport a M. Le Ministre de L'agriculture, du Commerce et des Travaux Publics. This text is the result of the author's examination of drainage in England and Ireland and his report to the French Government.",,,,,,,,,4/29/2013,Update keywords,,On shelf,581,,839
840,S0038,"Metcalf, Leonard and Harrison P. Eddy","Report from the select committee on the sewerage of and supply of water for melbourne, together with minutes of evidence.",1853,5,55,Melbourne,11,,1,Library,"Melbourne, Australia",,0,2,1,"Blue wrap cover (cover missing), spine damaged, 20x30.25 cm, 94 pp., 2 maps.",The Committee was appointed to consider a system of sewerage and of water supply for the city of Melbourne.,,,,,,,,,4/28/2013,Update keywords,,On shelf,587,,840
841,S0065,"Bazalgette, Joseph William and William Haywood","Report to the commissioners of metropolitan sewers and the commissioners of sewers for the city of london, upon the scheme of the great london drainage company",1853,5,55,London Main Drainage,11,,1,Library,London,,0,723,1,"Tan printed flexible wraps, 14x21 cm, 32 pp.",A report on the best course for the tunnel sewers proposed by the Great London Drainage Company.,,,,,,,,,4/28/2013,Update keywords,,On shelf,1023,,841
842,S0090.043,"Great Britain, Government of",Metropolitan commission of sewers.,1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced version of cover on back, inscription on top front cover, 21.75x34 cm, 16 pp.","Return of the names of officers and persons now employed by the Metropolitan Commissioners of Sewers; the offices they have held, and now hold, the salaries paid, the dates of appointment, and the duties discharged",,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,842
843,S0090.044,"Great Britain, Government of",Metropolitan commission of sewers.,1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced cover on back page, 21.5x34 cm, 10 pp.","Return of ""copies of any Reports which have been made by Mr. James Simpson or others, in reference to the Victoria Street Sewer.""",,Box 4,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,843
844,S0090.047,"Great Britain, Government of",Minutes of evidence taken before the select committee on the great london drainage bill. (1853),1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"Blue wrap cover, identical covers front and back, back cover torn, 21.5x34 cm, 184 pp.",Minutes of evidence heard before the Select Committee on the Great London Drainage Bill.,,Box 3,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,844
845,S0090.048,"Great Britain, Government of",Metropolitan commission of sewers.,1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, reduced version of cover on back, front cover torn, 20.75x34.5 cm, 44 pp. all fold out charts.","Return with material from the dates 1843 to 1852. Contains rates made and levied, while the said district was under the control of the Metropolitan Commission of Sewers and the length, size and cost of new works with the full expenditures.",,Box 8,London Main Drainage,,,,,,4/11/2013,Update keywords,,On shelf,426,,845
846,S0090.052,"Great Britain, Government of","Return of ""copies of any reports which have been made by mr. james simpson or others, in reference to the victoria street sewer.",1853,5,55,Victoria Street Sewer,13,,1,Library,London,,0,,1,"No cover, reduced version of cover on back, 21.5x34 cm, 10 pp.","Return of ""Copies of any reports which have been made by Mr. James Simpson or others, in reference to the Victoria Street Sewer.""",,,London Main Drainage,,,,,,2/26/2012,,,Pending,426,,846
847,S0090.060,"Great Britain, Government of",Metropolitan commission of sewers.,1853,5,55,Sewer Design,13,,1,Library,London,,0,65,1,"No cover, binding failed, 22x34.5 cm, 20 pp., 2 maps, 11 diagrams, bound with: S54-39","A copy of the reports of Mr. Bazalgette to the Metropolitan Commissioners of Sewers, relating to the Application, State and examination of tubular-pipe drains or sewers.",,,London Main Drainage,Bazalgette,,,,,4/11/2013,Update keywords,,On shelf,426,,847
